id,lat,lon,url
9117000170,47.4362,-122.187,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.187000,47.436200,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
6700390210,47.4034,-122.187,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.187000,47.403400,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7212660540,47.2704,-122.313,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.313000,47.270400,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8562780200,47.5321,-122.073,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.073000,47.532100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7760400350,47.3715,-122.074,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.074000,47.371500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
464001025,47.6948,-122.395,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.395000,47.694800,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3432500486,47.7463,-122.315,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.315000,47.746300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1126059095,47.7489,-122.123,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.123000,47.748900,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3876500290,47.3377,-122.291,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.291000,47.337700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
1865400075,47.6983,-122.367,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.367000,47.698300,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
2558690150,47.7212,-122.172,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.172000,47.721200,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7154200070,47.7764,-122.385,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.385000,47.776400,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
4139490210,47.5519,-122.106,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.106000,47.551900,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
9264901040,47.3127,-122.339,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.339000,47.312700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
4273000095,47.4735,-122.344,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.344000,47.473500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8691410310,47.5961,-121.98,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-121.980000,47.596100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
6601200020,47.2606,-122.253,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.253000,47.260600,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8663260030,47.7188,-122.177,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.177000,47.718800,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7016300050,47.7404,-122.186,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.186000,47.740400,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7968460240,47.3126,-122.129,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.129000,47.312600,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
3918400017,47.7145,-122.356,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.356000,47.714500,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
4046500270,47.6907,-121.917,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-121.917000,47.690700,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
7849202296,47.5261,-121.827,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-121.827000,47.526100,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
8585400135,47.679,-122.288,"https://api.mapbox.com/styles/v1/mapbox/satellite-v9/static/-122.288000,47.679000,18/256x256?access_token=pk.eyJ1IjoiYXl1dXNoaHNoIiwiYSI6ImNtanoyd3Y4bTYzYXMzZnM1eTc4YWVwbHEifQ.CW6_GKnBSfcjvhkZVY-AvQ"
